,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_bayes__alpha,param_bayes__fit_prior,param_preprocessing__getlemmas,param_preprocessing__getstemmer,param_preprocessing__removestopwords,param_tfidf__analyzer,param_tfidf__ngram_range,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score
48,0.24633216857910156,0.0033017847450303047,0.12966672579447427,0.01652056989126467,1.0,True,True,False,True,char_wb,"(1, 1)","{'bayes__alpha': 1.0, 'bayes__fit_prior': True, 'preprocessing__getlemmas': True, 'preprocessing__getstemmer': False, 'preprocessing__removestopwords': True, 'tfidf__analyzer': 'char_wb', 'tfidf__ngram_range': (1, 1)}",0.5263157894736842,0.528052805280528,0.5148514851485149,0.5230733599675758,0.005856832200290307,481
49,0.3013444741566976,0.011891123663844283,0.1423198382059733,0.009032218395574667,1.0,True,True,False,True,char_wb,"(1, 2)","{'bayes__alpha': 1.0, 'bayes__fit_prior': True, 'preprocessing__getlemmas': True, 'preprocessing__getstemmer': False, 'preprocessing__removestopwords': True, 'tfidf__analyzer': 'char_wb', 'tfidf__ngram_range': (1, 2)}",0.5263157894736842,0.5412541254125413,0.5148514851485149,0.5274738000115801,0.010809890364300814,457
50,0.32831557591756183,0.006322295537194364,0.17133227984110513,0.018627611668207294,1.0,True,True,False,True,char_wb,"(1, 3)","{'bayes__alpha': 1.0, 'bayes__fit_prior': True, 'preprocessing__getlemmas': True, 'preprocessing__getstemmer': False, 'preprocessing__removestopwords': True, 'tfidf__analyzer': 'char_wb', 'tfidf__ngram_range': (1, 3)}",0.5263157894736842,0.528052805280528,0.5379537953795379,0.5307741300445834,0.005126077234414071,443
51,0.3979944388071696,0.0016262677250024817,0.17801912625630698,0.009418270262029807,1.0,True,True,False,True,char_wb,"(1, 4)","{'bayes__alpha': 1.0, 'bayes__fit_prior': True, 'preprocessing__getlemmas': True, 'preprocessing__getstemmer': False, 'preprocessing__removestopwords': True, 'tfidf__analyzer': 'char_wb', 'tfidf__ngram_range': (1, 4)}",0.5296052631578947,0.5148514851485149,0.5478547854785478,0.5307705112616524,0.01349871130950585,445
52,0.44264713923136395,0.006640545162501072,0.20199783643086752,0.014725852100385316,1.0,True,True,False,True,char_wb,"(1, 5)","{'bayes__alpha': 1.0, 'bayes__fit_prior': True, 'preprocessing__getlemmas': True, 'preprocessing__getstemmer': False, 'preprocessing__removestopwords': True, 'tfidf__analyzer': 'char_wb', 'tfidf__ngram_range': (1, 5)}",0.5296052631578947,0.5016501650165016,0.5643564356435643,0.5318706212726535,0.025649795054797666,435
53,0.3126673698425293,0.010372170876806796,0.1436630884806315,0.004989131160783953,1.0,True,True,False,True,char_wb,"(2, 3)","{'bayes__alpha': 1.0, 'bayes__fit_prior': True, 'preprocessing__getlemmas': True, 'preprocessing__getstemmer': False, 'preprocessing__removestopwords': True, 'tfidf__analyzer': 'char_wb', 'tfidf__ngram_range': (2, 3)}",0.5526315789473685,0.5379537953795379,0.5511551155115512,0.5472468299461525,0.00659875516854236,295
54,0.2529844443003337,0.00907495368815918,0.11967953046162923,0.0061085680863201975,1.0,True,True,False,False,word,"(1, 1)","{'bayes__alpha': 1.0, 'bayes__fit_prior': True, 'preprocessing__getlemmas': True, 'preprocessing__getstemmer': False, 'preprocessing__removestopwords': False, 'tfidf__analyzer': 'word', 'tfidf__ngram_range': (1, 1)}",0.5394736842105263,0.5115511551155115,0.6105610561056105,0.5538619651438829,0.04168138749034308,234
55,0.2706642945607503,0.014640169432135308,0.1296666463216146,0.008382044795052553,1.0,True,True,False,False,word,"(1, 2)","{'bayes__alpha': 1.0, 'bayes__fit_prior': True, 'preprocessing__getlemmas': True, 'preprocessing__getstemmer': False, 'preprocessing__removestopwords': False, 'tfidf__analyzer': 'word', 'tfidf__ngram_range': (1, 2)}",0.5460526315789473,0.5214521452145214,0.5874587458745875,0.5516545075560187,0.027236661488041256,249
56,0.30066760381062824,0.004026962555598922,0.129331906636556,0.005734948255799656,1.0,True,True,False,False,word,"(1, 3)","{'bayes__alpha': 1.0, 'bayes__fit_prior': True, 'preprocessing__getlemmas': True, 'preprocessing__getstemmer': False, 'preprocessing__removestopwords': False, 'tfidf__analyzer': 'word', 'tfidf__ngram_range': (1, 3)}",0.555921052631579,0.5115511551155115,0.5808580858085809,0.5494434311852238,0.028662778944421874,272
57,0.3160143693288167,0.014161476202188335,0.1296520233154297,0.0033120589158844114,1.0,True,True,False,False,word,"(1, 4)","{'bayes__alpha': 1.0, 'bayes__fit_prior': True, 'preprocessing__getlemmas': True, 'preprocessing__getstemmer': False, 'preprocessing__removestopwords': False, 'tfidf__analyzer': 'word', 'tfidf__ngram_range': (1, 4)}",0.5592105263157895,0.5082508250825083,0.5775577557755776,0.5483397023912918,0.029320001934078497,280
